Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,right_wheel_dof,left_wheel_dof,torso_0_dof,torso_1_dof,torso_2_dof,torso_3_dof,torso_4_dof,torso_5_dof,right_arm_0_dof,right_arm_1_dof,right_arm_2_dof,right_arm_3_dof,right_arm_4_dof,right_arm_5_dof,right_arm_6_dof,left_arm_0_dof,left_arm_1_dof,left_arm_2_dof,left_arm_3_dof,left_arm_4_dof,left_arm_5_dof,left_arm_6_dof,head_0_dof,head_1_dof
15,-3.7538673728704453,10.642650723457336,0.0,0.0,0.0,47.82881288945907,-29.39285165912528,49.36434528281008,19.980874888509806,-60.00013827343551,75.56732101462099,41.41575020224817,-30.000014495204397,9.698650055364666,-111.94481974164968,-3.3971493301792246,-32.009814733953576,-141.0374914169421,118.51520217601349,112.12889333978153,62.5586793251981,-118.0181146685983,1.692995361033064,72.04226721416657,-137.71363449886874,-86.78027865049084,110.77384528015352,-52.875666987938175,0.0,0.0
16,-4.510001093149185,10.525969415903091,0.0,0.0,0.0,48.32371132124527,-27.300353197452882,54.07980543294933,19.922106233343722,-60.00013827343551,75.95880013708944,41.75704450978996,-30.000014495204397,9.889486394548468,-112.42615683283883,-2.829473738682659,-32.37245679774623,-141.59928813655395,118.48618753241928,113.09718876784673,62.326842214200354,-118.50206089205038,1.1594709288299736,72.83402957294362,-137.84047111175587,-86.81643767195689,111.74663497269259,-52.827903475072276,0.0,0.0
17,-5.1823340356349945,10.377141833305359,0.0,0.0,0.0,48.61265905898808,-24.867757418890747,58.04382183098212,19.759540900908252,-60.00013827343551,76.22652989217559,42.03150541630316,-30.000014495204397,9.973889603443254,-112.62175979028964,-2.432913382358542,-32.62964757094306,-141.83875456885463,118.50579017533721,113.66173805369414,62.26905198363288,-118.77795955338388,0.7738572313112713,73.30374851235457,-137.83148258280812,-86.82806948411341,112.34296512874806,-52.876961308785894,0.0,0.0
18,-5.995352938771248,9.978102892637253,0.0,0.0,0.0,49.01214657825837,-21.131281942867762,63.89758081762819,19.53950123415441,-60.00013827343551,76.82746359573166,42.633689044477336,-30.000014495204397,10.088886083404175,-112.89318467771679,-1.4723208068515319,-33.152621495312594,-142.09735919120965,118.52453221441972,114.7593221325585,62.332900591994154,-119.38382465352069,-0.2601566761222024,74.0575896608597,-137.59291773547793,-86.73481008118605,113.48751358834545,-53.20699604948091,0.0,0.0
19,-6.716019660234451,9.511059522628784,0.0,0.0,0.0,49.39005752994059,-17.404515580749948,69.62727624819014,19.23576613685853,-60.00013827343551,77.35606559597728,43.2112532557882,-30.000014495204397,10.160597947047432,-113.03732215977156,-0.2777660777412589,-33.52355199366306,-142.033455941335,118.40903371555481,115.00007264042311,62.65485521890105,-120.0703679481337,-1.5371030166949873,74.55921241388378,-137.12399792819988,-86.45673258950733,114.51427543570595,-53.79556711063925,0.0,0.0
20,-7.289236783981323,9.01537537574768,0.0,0.0,0.0,49.78453852054926,-14.156069073755422,74.96647610352413,18.985005986765266,-60.00013827343551,77.72368686767489,43.66839098674798,-30.000014495204397,10.2728614975667,-113.13832699721772,1.1817991373918626,-33.67841628780935,-141.6752398401245,118.07330259709201,115.00007264042311,63.24999009185177,-120.88156219509943,-2.8647890183427984,74.75323759763633,-136.49631720385403,-85.96394127108009,115.00007264042311,-54.574495543965845,0.0,0.0
21,-3.005893714725971,11.389053612947464,0.0,0.0,0.0,75.11686320866947,-107.5178394612951,115.86603134415401,13.082204534331215,-51.339052009603726,18.479974969345353,70.69370100406091,-18.493128206139506,0.9508750305870801,-110.82938837848407,-13.003606132457293,-60.74779810074179,-19.583291284470658,53.14394315815794,95.13621596786855,-29.00753678238277,-112.57650295684914,12.764727096425267,61.28743085649698,-29.942200358974823,-49.117522736773324,93.57565434630403,12.502552846455266,0.0,0.0
22,-3.155975788831711,10.842527449131012,0.0,0.0,0.0,77.47865383120067,-110.52940647013712,125.37194712151926,11.199497894336696,-51.29062255329375,18.22694890399494,71.12275299715361,-16.994417362604043,0.419465875953431,-110.25733271473882,-12.857160900236696,-50.672794376825664,-19.367834674649895,44.19998460985008,95.69953581966534,-26.47896318560361,-110.66512232894526,14.153620450937973,39.27357748228956,-27.511588750366574,-29.880612543228818,94.44297225767976,16.01400859404583,0.0,0.0
23,-3.262092173099518,10.048837214708328,0.0,0.0,0.0,77.17343316776031,-105.14940306470147,129.13427486355073,11.550433013891952,-51.907112012684514,20.203363178081094,70.2371848203156,-17.471429236501272,0.7342306081809729,-109.64228784035751,-12.028753722788883,-29.613166240993213,-20.753222434571093,27.884998607385757,95.78995386389798,-24.5423074426761,-107.97120692783302,15.803508994015205,16.8741872501916,-31.03225073918467,-9.834245532088698,95.55093139389338,17.262237617696705,0.0,0.0
24,-3.3472586423158646,9.535913914442062,0.0,0.0,0.0,77.30856846048901,-102.53368649939671,132.46621872560138,11.82321710896392,-52.24791113151147,21.367302544732137,69.4307443850122,-17.39984202381037,1.1233694303633424,-111.46575027326499,-9.865664402270756,-25.401572561020387,-21.051983446603913,25.433119497249383,94.13201423533658,-18.02199712511766,-108.97817488697883,14.636270645995046,14.192795854696227,-30.336695009961833,-6.780546074464629,95.04228037621336,13.069797495703886,0.0,0.0
25,-3.65859754383564,7.879139482975006,0.0,0.0,0.0,74.64154351413912,-85.81346537347554,135.05119943964107,14.279866252461904,-54.82337739203735,32.67798140460466,59.86551524489456,-20.672921608046547,1.945955472369306,-105.15708702751773,-13.952606276117205,18.760422536666077,-35.184828169634,-15.685425268549439,98.32084630990035,-21.863358693582654,-105.20485054038363,18.49685578187904,-8.08946687841977,-34.269647707649405,17.310967602330162,95.78400476913089,15.118611774992177,0.0,0.0
26,-3.7824317812919617,7.307678461074829,0.0,0.0,0.0,74.54131731825835,-82.20264488761327,138.1308224533731,14.712324802403138,-55.05694937108428,34.399684264162694,58.31638736000065,-20.610244377127923,2.077328824969212,-106.0504757709554,-12.58838954130211,23.27172662496636,-39.719192684119534,-17.50739872021785,97.22796823137412,-19.743438729939946,-105.32784175676805,17.689508638963318,-10.114277311643697,-35.14268248736044,19.472579040666627,95.59941207662213,11.229496938945038,0.0,0.0
27,-3.9331424981355667,6.658732146024704,0.0,0.0,0.0,74.39458436431896,-77.9999680196019,141.55582081267602,15.108096698764943,-55.44137632323469,37.13497353617228,55.94040018927958,-21.089440204012263,2.544799564926167,-105.86940062586919,-13.00127447662938,26.646705801429956,-43.89037213477339,-20.271477239579045,98.1807318092667,-21.963771012118304,-105.5885364170091,17.250252343250626,-12.636901813655772,-35.04289342358655,20.49006719868155,95.97738791510146,11.126805044773898,0.0,0.0
28,-4.12050299346447,5.955502018332481,0.0,0.0,0.0,74.39903081746864,-73.84228160765339,145.73707137726106,15.38788515283076,-55.946076076479855,40.49539928706188,52.480048770832695,-21.814444293841607,3.2425947424231185,-104.77620152845198,-14.232910409465358,30.61701621878291,-47.27695409508956,-23.76525731137126,98.88383148242782,-24.03359324574626,-105.44573082184247,16.678673085199986,-16.252199488518976,-35.31703331120877,21.13230476369597,96.240432160417,11.135950668072544,0.0,0.0
29,-4.312286898493767,5.520780012011528,0.0,0.0,0.0,74.46338485982851,-71.3182944829019,148.6021308284063,15.557190174429744,-56.292762818371365,43.30033599803809,49.33809686582972,-22.20559044458802,4.254748522696261,-103.64541590003218,-15.622001839463994,32.824253320775064,-49.54858963567117,-27.390807100178655,98.72742015043453,-26.129207981227477,-105.22133861704005,16.502392732911126,-18.495972979928816,-35.89656803209518,22.286919214582653,96.4289795324552,12.11232535615222,0.0,0.0
30,-4.494260251522064,5.197480320930481,0.0,0.0,0.0,74.66659664801472,-69.7928536940496,151.20459682672123,15.733323677651446,-56.66809195854732,45.88887524063537,46.12650776714387,-22.663896137895875,5.715903144193585,-102.09930012856223,-17.561353799566366,35.02311319575019,-51.41252435450556,-31.306014966402532,98.75062230304506,-27.140958780339588,-104.57770257079306,16.437032945195984,-21.368303167445543,-37.60998928728458,23.196497213900546,96.48686538567105,12.823709195002913,0.0,0.0
31,-4.691848531365395,4.701583832502365,0.0,0.0,0.0,74.5958563787809,-66.56588300935287,154.05663793730844,15.72828470559127,-57.02383894637285,50.18619120978644,40.73480083256541,-23.13197070926414,7.701146718442451,-99.99493250565965,-20.24234648276894,39.64807675448136,-54.041908128339514,-36.80280777645623,98.90559246512348,-29.80830474558048,-102.52711585741515,17.103922370472272,-25.468602329987597,-41.02808232533659,25.916430513108654,97.36485205253035,15.10592640615617,0.0,0.0
32,-5.059141293168068,2.9318688437342644,0.0,0.0,0.0,65.71542200484875,-32.698280726817934,140.8579394040408,13.766766220311267,-55.519131196746116,76.39179314933322,8.88866816697661,-24.66117151725454,20.210259961595515,-108.76860419267534,-42.911978272020335,79.58923692624798,-101.60225360228206,-73.20091318421086,93.07089653645092,-72.08982582135737,-102.41264188692574,48.034575753300295,-69.44175464995426,-101.3557315845688,69.18176349919773,94.11419427179203,62.27954998438719,0.0,0.0
33,-5.158887803554535,3.192805126309395,0.0,0.0,0.0,66.40431488453623,-35.65156573147224,141.55579349191933,13.704048862031271,-54.97612091244635,75.85537058248794,9.173679154436547,-24.639434440220978,20.699680581667362,-108.25668834457205,-43.911402287227865,80.71360900703714,-102.25055466773216,-74.25412152403766,93.42900335463469,-72.14957631621664,-104.18910578815435,49.584919411866466,-71.35867456127501,-103.312683234615,68.64704164945576,94.97194308814056,64.42228277985774,0.0,0.0
34,-5.279424041509628,3.3693313598632812,0.0,0.0,0.0,69.08351122798709,-43.40185309967199,148.0052405968389,12.178889818482226,-54.404662890253476,76.83152755828782,8.481529128288612,-22.707983301441015,18.88728134766802,-110.17089667079232,-45.46235383263017,83.71185031680845,-108.22884849351507,-76.24005366673222,92.4655778514477,-75.9768250063091,-110.4445891810239,54.91638066287083,-78.56128662597189,-112.93549086943584,71.82573655709882,93.04556336481934,71.9646626048169,0.0,0.0
35,-5.463097989559174,3.454022854566574,0.0,0.0,0.0,69.54279363834625,-44.696515456847905,149.14477569758546,12.245414153450858,-54.22721799071113,76.4319068503287,8.723205980559404,-22.754391021756668,19.433510358614154,-108.84137302809265,-46.33323710275265,84.80204413099088,-108.27607242143655,-77.0235856475594,92.78562685557617,-75.05901833658864,-110.70443006761869,55.91420982890716,-79.13300078025863,-113.63449242909495,71.31202436924383,94.01376317023616,71.9750240017878,0.0,0.0
36,-5.708693340420723,3.392884135246277,0.0,0.0,0.0,69.64402387203502,-44.14475570022135,150.23305705880028,12.169520506488261,-54.203428441831974,76.4991432325183,8.695640190842878,-22.46814974647248,20.238704284394032,-109.418373748797,-46.74707143437455,88.68271856077116,-108.29862570607592,-79.07010839838115,92.77267681690982,-74.77699982575881,-110.89397464727571,58.388992270877885,-80.15625874057493,-115.66236876348256,71.37962958164862,93.86985108442398,72.77201828546907,0.0,0.0
37,-6.005631014704704,3.222828730940819,0.0,0.0,0.0,69.78347584431917,-43.00899769408578,152.10791666521212,12.228502605065906,-54.19787891313134,76.27198480110202,8.889916384047428,-22.351414983367793,20.835285449901505,-108.33454567092103,-46.87241223583345,91.58794635442526,-107.98815945735299,-79.5260235254795,93.85486564938499,-74.19062125532405,-111.08221466080127,59.54142276877746,-81.63754235644309,-116.3332572645179,70.82385708888468,94.85043402280604,73.01225652914593,0.0,0.0
38,-6.325555592775345,3.0176403000950813,0.0,0.0,0.0,69.58536620744295,-40.74735130516531,153.31957856359404,12.300243497013135,-54.2241273301117,76.26227227210227,8.719043834033927,-22.130151005205228,21.510854338065588,-106.96712813870613,-46.88613067078143,94.77616937596049,-107.38005405516843,-80.5265028049138,94.70372155943417,-73.6661241987696,-111.04672499787388,60.89919607388429,-83.42293331491692,-116.79271042960632,71.20752247494264,95.34698877546597,73.34275572270451,0.0,0.0
39,-6.67116716504097,2.766142226755619,0.0,0.0,0.0,69.0648306606071,-37.32674134240415,153.98135559227657,12.259590211073219,-54.318202940644866,76.33202899409561,8.79039455142482,-21.97409484304878,21.801434491020025,-104.51965962322629,-47.94169884096646,96.74546317783691,-107.59942607093089,-81.6274063557148,94.54782249162862,-72.66444963623054,-110.46637065428706,62.967828147049374,-84.54567298049444,-117.76740574492382,71.97735309629478,95.27594797790867,72.23369009584535,0.0,0.0
40,-7.087573409080505,2.5581127032637596,0.0,0.0,0.0,68.28913973694709,-33.305436732707875,153.89149762355586,12.591762800978449,-54.35312569787114,76.462451456297,8.421784609844863,-21.972503408972166,22.699899772558304,-102.02838227440999,-48.43903223519177,98.00352255125073,-107.56274112489875,-82.44158539534783,95.34110798259059,-72.13392835282815,-110.50700344965946,64.80853680761113,-86.70305653173467,-118.61635727762138,72.22126598174509,95.53102822265197,72.06152151743684,0.0,0.0
41,-7.47491717338562,2.403697744011879,0.0,0.0,0.0,67.21604188625722,-28.81878108957488,152.6907367070893,12.85716687665222,-54.00132997448047,76.55865467075664,7.796222951689028,-22.20940852033406,24.12796767705562,-97.10094720337939,-49.2079305357222,100.32862139756062,-106.92187130526563,-83.94392648442715,97.39453605466322,-72.13579982466072,-110.77133177053896,65.96712813614205,-91.61515099788942,-118.63356935432981,73.24084247009876,96.86435628071932,70.27558414382942,0.0,0.0
42,-7.878012955188751,2.2636225447058678,0.0,0.0,0.0,66.86494967235106,-26.254039933593216,153.39468332370748,12.936420122912816,-53.65463981749438,76.49906810043744,7.4578972151152625,-22.45044589614381,25.362435577076212,-89.71855772953862,-52.33364025087889,102.00295348013003,-106.09852615176644,-86.1932785328416,98.9494354494058,-71.68979530204807,-109.77858426524512,67.27573773960313,-95.79244005275586,-118.28404125374358,74.12483970342765,98.18390784723077,69.06765152873432,0.0,0.0
43,-8.214854449033737,2.168850414454937,0.0,0.0,0.0,67.68826750509356,-27.178214047167423,156.8340933821591,12.499516827369195,-53.14777147918773,76.18713336104297,7.855490210664521,-22.252104032835806,27.09466888078712,-78.4616546565489,-58.79133139412666,103.30550470579732,-104.18143548571643,-90.713415763286,100.30595199970534,-73.98807882567648,-106.45008964872534,69.20621557642637,-99.52686647202785,-116.760075785752,76.2447255161245,100.43981687724843,68.34530438249212,0.0,0.0
44,-8.577083051204681,2.0078305155038834,0.0,0.0,0.0,66.90946201517202,-23.472952535651395,156.41168716312885,11.614222711871639,-53.00626703505799,76.49553006244737,7.227373207985455,-20.9465748446904,29.597183598335384,-71.0125137439496,-63.5989034754127,102.18949277655226,-105.26524990321406,-91.13569220872203,101.03560061817029,-74.62334106000102,-102.96336003970387,69.28828029930408,-101.00477597444603,-116.06203045257669,76.56184436909903,101.08095307425918,67.42006646695468,0.0,0.0
45,-8.9205801486969,1.9519463181495667,0.0,0.0,0.0,65.59288158094954,-18.917615925319335,153.98914200793038,11.23872367074008,-52.73273161917732,75.98331368602061,8.678855854731218,-20.290687146619707,31.08919744138965,-64.85934658484685,-69.89461668249362,101.47135985702795,-105.8917899859685,-94.0713348347502,100.23851754202981,-74.25705850538075,-97.35634846701367,72.03340845881307,-102.29781957678865,-115.39534934807008,75.8740989611921,102.2351047798296,65.94806507816854,0.0,0.0
46,-9.144113957881927,2.023739740252495,0.0,0.0,0.0,64.24167891782426,-15.182282798435036,150.56310545987364,10.917534025020231,-52.530680963150004,75.9147795678887,9.214843850790567,-19.678659508304253,32.591760511617,-60.644853489571354,-74.25521435430485,100.52844541191851,-107.55139618068736,-95.26965054349391,100.33173596382214,-75.54821697551246,-92.12753129885627,74.90345394805243,-102.49872276103541,-114.68361631579808,75.27248906890821,102.70842322893314,64.35952017157449,0.0,0.0
47,-9.272175282239914,2.1714435890316963,0.0,0.0,0.0,62.32777795011665,-10.553771810203692,145.0479462711418,10.504822405743148,-51.99762567956553,76.00482878190616,10.220334781528363,-18.813322351787825,34.6523705276019,-54.604309319692945,-83.33008372333977,98.07520538659001,-110.64788293148015,-98.75821747340211,99.23225309236851,-78.81384653091145,-81.48044117534363,80.55143982557352,-102.24973504503177,-111.59481352782156,74.39504881718253,103.39651697648773,60.810902218483534,0.0,0.0
48,-9.415003657341003,2.2689905017614365,0.0,0.0,0.0,61.414001092006494,-8.247187045412767,142.51150088134418,10.411692776410025,-51.84038106449349,75.87082730057966,10.966258887011808,-18.80364397373392,35.03684187598192,-51.92040356080936,-87.90743744846137,96.80564397461389,-112.1381004347827,-100.39288664746127,97.90658850654991,-80.46311181922691,-75.86338922457352,84.58053426601819,-102.23783002530843,-109.42538152288542,75.40597828604695,103.465105736133,59.03294250582669,0.0,0.0
49,-9.478121995925903,2.7332115918397903,0.0,0.0,0.0,60.161651756738806,-7.090986283091348,137.03026041203063,10.627379051341626,-52.077620855124714,76.59357742798291,11.781902148448161,-19.678451187534566,35.36973846593917,-47.58580841916836,-97.00618515883464,92.53758170567798,-116.70439608363804,-102.23037828892394,94.35819594970157,-83.62065363101044,-66.83426846259935,94.04559868195759,-98.24108336077295,-108.1975935478731,77.19132826338574,102.33873240991703,57.574396589705486,0.0,0.0
50,-9.455300122499466,3.1144529581069946,0.0,0.0,0.0,60.53684770822594,-10.045094325540637,136.06469022944427,10.604618299706205,-51.709374621118066,75.75226204677742,11.66494711174274,-20.098246566754597,35.47834871902613,-46.349236820883405,-101.37725351064351,92.08365416362811,-116.01654139270441,-104.40720738873121,90.76450557827769,-83.42356169232056,-64.81191775125028,98.96416133725634,-98.7381981889448,-105.25818748761226,80.77966376650032,101.42104185341246,56.95047929959233,0.0,0.0
51,-9.347836673259735,3.4493912011384964,0.0,0.0,0.0,61.34449708701244,-14.15908289472669,136.23123756216583,10.419414305266724,-52.35230032769137,76.37368631784352,12.295832902356599,-20.576349563371735,34.891526186295316,-44.54969029535473,-107.64667731960904,90.57182594179163,-118.0257918012254,-104.73657960107673,89.3186911347694,-82.81191825214592,-60.50750521555157,104.66613302997722,-95.93316244022563,-104.33012870394761,82.47816788854242,100.97643751957965,55.35485831701814,0.0,0.0
52,-9.235391765832901,4.0588997304439545,0.0,0.0,0.0,62.25509107696937,-19.945602084088566,135.27087198372703,10.413294455770393,-52.02072537933851,75.51120418040016,12.463166560606387,-20.875902877348278,35.081729879207245,-43.60058428376268,-112.06204627837461,90.29738894094052,-117.66713856790803,-106.33470043288715,86.98782760880002,-82.74507802092818,-58.75690724070979,109.46876688449335,-95.40726519489134,-102.10811790278072,84.79367031906844,100.71955410489547,54.724687988719836,0.0,0.0
53,-9.009360522031784,4.637597501277924,0.0,0.0,0.0,63.171613671125876,-25.911770616547415,134.16226397954227,10.333353067950917,-51.971045998410425,75.31930318547948,12.438166360696849,-20.8769905849736,35.065658444090204,-42.65531342338959,-117.47100285570194,90.14118251462233,-118.39019605382391,-106.65327411615488,86.05300010766788,-83.42760516430921,-57.37975668892763,115.01545422643397,-93.67045054179464,-100.70522436801679,84.8057734142777,100.4890010694617,54.97721374271355,0.0,0.0
54,-8.781924843788147,5.098626017570496,0.0,0.0,0.0,64.70485453601033,-32.920152591816624,135.28006541834986,10.207356568331692,-52.44709993827656,75.99199485645569,12.874813524146594,-21.667171754957792,34.3753346397716,-41.84113779885115,-123.8141722171361,89.92928955600102,-119.80120385332184,-107.75936861072508,83.8217617209323,-82.44963818837927,-54.38717077578907,121.12605564662921,-91.39026018927758,-99.40840367106314,87.4511125100128,99.70794161711405,52.61416978046965,0.0,0.0
55,-8.62887129187584,5.868913233280182,0.0,0.0,0.0,66.03425523530494,-40.80801704537336,134.43802603709236,10.328673534595811,-51.97258620606826,75.2547920487687,13.09307051152706,-21.392497405033023,34.30303025721784,-41.23953132166184,-130.1779277687287,89.88627985479745,-120.31936932451568,-108.48892160654165,82.77612806089505,-82.52237287285074,-52.9502560687693,127.60675769719074,-88.42063054193945,-98.21491007587345,87.93871288467085,98.87177619854275,52.39839044421061,0.0,0.0
56,-8.490604907274246,6.275562196969986,0.0,0.0,0.0,67.91830827633959,-48.25160501417745,136.97992191784763,10.476077554621149,-53.056557717916796,76.44556722866874,14.03858384361568,-22.116149117406703,33.70226730839103,-40.30443061296291,-137.75688325669324,90.59793775498859,-121.17571112189519,-109.27068456837381,81.74050062799186,-81.16770730381626,-49.751582857803946,135.6072451399718,-84.43593916128901,-96.84488341139561,90.45697631089787,98.32361936670337,50.08935961792317,0.0,0.0
